name,email_id,recency_days,frequency,monetary,page_views_30d,cart_abandonment_rate,support_tickets_30d,sentiment_score,email_open_rate,discount_dependency,predicted_clv,churned_30d,engagement,rf_ratio,churn_prob,segment
Anjali Sharma 18,anjalisharma18866@gmail.com,38,13,2071.443085756974,152,0.6588441039810308,5,4.119502183430496,0.4903822715480957,0.6420316461542878,3944.176334313157,1,0.4306917213364451,2.7142857142857144,0.5549883865585734,Medium Risk
Anjali Paul 19,anjalipaul19176@gmail.com,203,3,775.951394795399,146,0.989465534702127,1,2.9424550143449064,0.2820400327373335,0.4484241429862473,1505.2007051798962,0,0.17343780576154932,50.75,0.5767840105336495,Medium Risk
Kiran Das 20,kirandas20654@gmail.com,14,40,3430.5816737706305,195,0.3232511569169687,0,2.232243167409557,0.6832343922914299,0.5425402305548993,10603.350056583487,0,0.6806401726080704,0.34146341463414637,0.1577901526267302,Low Risk
Arjun Roy 21,arjunroy21115@gmail.com,30,25,9831.142866200073,27,0.3718296363155662,1,2.4003136307787027,0.7433710764797276,0.6451033620305648,35986.101280695424,0,0.69729079136161,1.1538461538461537,0.12130909143146273,Low Risk
Kiran Sharma 22,kiransharma22043@gmail.com,48,38,6576.033593673465,172,0.1130811315263301,4,4.533976089065035,0.8842770071531545,0.7477187738974139,15301.613177087776,0,0.8853337516813606,1.2307692307692308,0.05212533098135084,Low Risk
Rahul Verma 23,rahulverma23580@gmail.com,124,7,4911.492126722205,160,0.4222788077148727,6,2.0738994275606277,0.2301385024024513,0.4852798742763157,12213.548269381212,1,0.3691715783555217,15.5,0.5882643499386717,Medium Risk
Anjali Das 24,anjalidas24882@gmail.com,186,8,187.3114551566106,151,0.8684574067296202,1,2.016654596278955,0.062675615284608,0.2952905884189387,678.3811183219236,1,0.0902224064789167,20.666666666666668,0.857652050920788,Critical
Sneha Das 25,snehadas25748@gmail.com,54,35,6422.559815263262,50,0.2259342569338829,8,3.446054843462722,0.6482550718238993,0.0815941804002403,19715.563317088257,1,0.6985793403207865,1.5,0.4950748510172026,Medium Risk
Ravi Gupta 26,ravigupta26161@gmail.com,8,33,8366.341355488808,92,0.2013985470554607,1,1.375927759363476,0.9450026709087832,0.578280140996174,22287.891918571284,1,0.8864421837230856,0.23529411764705882,0.45735604363852955,Medium Risk
Arjun Nair 27,arjunnair27070@gmail.com,154,21,668.0668493714649,188,0.4440762565645051,4,3.088973040219217,0.5290402242638632,0.7699935530986108,2042.4314682669276,1,0.5397936319325158,7.0,0.6181220158133167,High Risk
Kiran Sharma 28,kiransharma28958@gmail.com,45,39,5290.831240453428,144,0.1415059277253404,1,3.065201393204781,0.8497561053835969,0.3229564729412459,11518.56620042943,0,0.8532512921400219,1.125,0.04856541796259234,Low Risk
Rahul Gupta 29,rahulgupta29638@gmail.com,119,9,1329.501534491165,140,0.4713257899760431,4,1.2327743820337744,0.2323491866468791,0.9152137276264803,2791.2464566151275,0,0.3508791959977102,11.9,0.3184869541875357,Low Risk
Rahul Gupta 30,rahulgupta30003@gmail.com,25,27,9476.91197871768,192,0.25500887722797,4,3.446882984937409,0.8191352969216752,0.4196000624277899,22649.17232409242,0,0.7894776272618171,0.8928571428571429,0.21343272431953306,Low Risk
Kiran Paul 31,kiranpaul31677@gmail.com,304,5,233.60612712369223,197,0.9918042114486034,9,4.053457692015644,0.0934239928173882,0.8069129770507795,621.7858152270925,1,0.05933271111099155,50.666666666666664,0.8791800033983683,Critical
Ravi Verma 32,raviverma32788@gmail.com,39,9,4490.061742841213,147,0.3061218161161539,9,3.004159535661037,0.3043574493366855,0.5393774484000625,13648.116995540238,0,0.4601657431555498,3.9,0.16604828271414154,Low Risk
Anjali Paul 33,anjalipaul33593@gmail.com,121,1,1741.0379204322574,140,0.92037971787296,1,3.293468166687733,0.1909210792338034,0.1285003532339101,6183.467996333071,0,0.146400760391098,60.5,0.35732045370878185,Low Risk
Arjun Singh 34,arjunsingh34897@gmail.com,94,5,3431.681473360046,12,0.4095844509284534,1,1.1558525292409343,0.2826737439506981,0.6182538843378929,10773.100258787365,0,0.4057704659990375,15.666666666666666,0.46584259724044186,Medium Risk
Pooja Roy 35,poojaroy35842@gmail.com,119,6,1673.125377061564,114,0.5771561434767758,7,3.940284175215543,0.3984149817173624,0.8034809303848486,3251.8845745725475,1,0.40818653163970714,17.0,0.5708730755277559,Medium Risk
Arjun Verma 36,arjunverma36204@gmail.com,311,3,1981.485026901313,96,0.7488072343171133,7,4.468466428838888,0.1237853030734279,0.5618666921437736,6339.983170325359,1,0.17474828811721144,77.75,0.9430646243716002,Critical
Amit Paul 37,amitpaul37576@gmail.com,218,9,786.571328043775,86,0.7986244762732311,2,2.5568067149366525,0.160298242059169,0.0108376514802983,1359.3656985465925,0,0.17672915472620898,21.8,0.4293039312438871,Medium Risk
Neha Paul 38,nehapaul38236@gmail.com,157,24,3080.470496554788,99,0.4793782087913278,8,3.214812209383203,0.4527348848679197,0.2127278950242289,10637.60432621048,0,0.4798896474042207,6.28,0.39903577297412035,Low Risk
Sneha Paul 39,snehapaul39968@gmail.com,53,29,9793.985668275282,163,0.116761346403205,6,3.183663080659956,0.9979656210151646,0.7058314838786945,31537.36864990699,0,0.9520748340478168,1.7666666666666666,0.05967253995436023,Low Risk
Rahul Gupta 40,rahulgupta40681@gmail.com,264,6,214.008271924245,178,0.6291052025456774,9,1.586419286768102,0.210290739437736,0.5133261686923929,632.0228273886323,1,0.27453236264437064,37.714285714285715,0.8677951925508862,Critical
Sneha Paul 41,snehapaul41053@gmail.com,205,4,511.5361276800536,36,0.8367554955285137,5,3.8327247823327992,0.2723081119045639,0.4816669879641153,1668.994505020244,1,0.22868266893133288,41.0,0.6194513431729375,High Risk
Arjun Das 42,arjundas42133@gmail.com,19,26,5475.61475590617,126,0.2215606260344251,9,3.963895443642673,0.6268410869365694,0.7671948531085717,18400.962959549517,0,0.6874804017481715,0.7037037037037037,0.0960793705967397,Low Risk
Arjun Das 43,arjundas43919@gmail.com,121,21,873.0109476200939,58,0.4745343326426223,4,1.173603133192691,0.4113480485188836,0.924643330223596,1861.6743871672763,0,0.45699509605428124,5.5,0.2533594458228506,Low Risk
Amit Gupta 44,amitgupta44229@gmail.com,175,19,3332.293871608681,117,0.4818164259071092,5,3.337257247692401,0.4782994755938468,0.901158010490989,7339.070594477565,1,0.4942531149934644,8.75,0.6120576556401499,High Risk
Kiran Gupta 45,kirangupta45867@gmail.com,319,6,938.5306679321402,92,0.710952473192453,3,2.8547936197599286,0.186039779340461,0.3533522280260528,1590.1868537787343,1,0.2272428783272954,45.57142857142857,0.8775434695310107,Critical
Pooja Das 46,poojadas46894@gmail.com,311,6,113.0161046638184,157,0.7644826883488745,2,4.290148971692676,0.0839290521506837,0.949799913291924,342.8386469613674,1,0.14456435595086045,44.42857142857143,0.9276302213162688,Critical
Amit Das 47,amitdas47912@gmail.com,85,22,2982.145426448315,118,0.4645020466341476,0,2.921480327465418,0.2659337044548003,0.9852860506655045,10061.59688726884,0,0.37375940401922114,3.6956521739130435,0.24890900572200336,Low Risk
Sneha Roy 48,sneharoy48735@gmail.com,88,21,4272.479171200121,129,0.465927800935066,4,1.2255019866037085,0.3874772639179881,0.8647223762550532,17086.90109728928,0,0.44611523797676644,4.0,0.18006589990548066,Low Risk
Priya Roy 49,priyaroy49542@gmail.com,300,7,1549.5254596019954,145,0.9398589562709646,4,2.802176541240374,0.2834297189647284,0.1291594151514949,4672.495762019422,0,0.1941142488704512,37.5,0.5667641025236992,Medium Risk
Amit Sharma 50,amitsharma50672@gmail.com,49,27,6945.025923663166,154,0.1340672776598887,9,3.081230803615173,0.6790813590164202,0.7723183917356393,25213.595413940828,0,0.7538219043458967,1.75,0.0447811052621093,Low Risk
Sneha Singh 51,snehasingh51164@gmail.com,162,21,1103.0685280278833,85,0.6020549022694476,1,4.220178670077448,0.2115130705253356,0.9031510586766264,4358.396729426467,0,0.2860858814074223,7.363636363636363,0.2570455453929025,Low Risk
Kiran Roy 52,kiranroy52464@gmail.com,111,19,2468.6371491067807,166,0.4393021868093201,0,4.134612050964572,0.5616634777974994,0.3965427823212701,9025.11344229446,0,0.5612772119547715,5.55,0.2967831522920199,Low Risk
Pooja Verma 53,poojaverma53767@gmail.com,251,8,1692.078259286484,69,0.6264943911407463,1,3.483222737688365,0.2306753223946192,0.3474134082254142,4990.150019220885,1,0.28780743698047295,27.88888888888889,0.6622091854045226,High Risk
Kiran Roy 54,kiranroy54923@gmail.com,140,20,1183.5621208053244,104,0.5563498979212858,3,2.382669133295453,0.2555308690597641,0.8967884099060118,3750.583313117869,0,0.33077856226734415,6.666666666666667,0.3269319305531595,Low Risk
Arjun Nair 55,arjunnair55847@gmail.com,58,38,2326.948930131831,61,0.1835771017095876,5,1.3548101350282225,0.5844675315360823,0.1206358711006008,4690.74345843395,0,0.6772496782378143,1.4871794871794872,0.0710763295614585,Low Risk
Anjali Singh 56,anjalisingh56613@gmail.com,107,17,1947.1224410601303,56,0.4924581576225172,0,2.107510592588815,0.2369162344914984,0.8062012797930613,3818.896205680428,0,0.34516647764589214,5.944444444444445,0.3132357399629047,Low Risk
Sneha Singh 57,snehasingh57899@gmail.com,56,41,3888.9322649392334,130,0.2593797261920602,9,1.1467328115623916,0.8799777044687929,0.2524369443440207,14536.895284598775,0,0.8242347322044516,1.3333333333333333,0.25564571846331935,Low Risk
Rahul Roy 58,rahulroy58119@gmail.com,47,10,2896.777699047604,28,0.4076972923797524,9,3.255860368075345,0.2969882014538919,0.8407099858779311,8222.036856939505,1,0.4151140039204342,4.2727272727272725,0.5313490961685771,Medium Risk
Amit Verma 59,amitverma59846@gmail.com,13,39,5791.75953144445,146,0.2946468520874728,3,3.148426167274191,0.6775521516396523,0.5868411180208791,14937.810025203504,0,0.6886725501488022,0.325,0.1068518109190658,Low Risk
Pooja Paul 60,poojapaul60244@gmail.com,41,24,4904.658371189081,184,0.2712334914006736,5,3.4230992774275486,0.8229586206658006,0.2372267917359944,9231.292198316598,1,0.785281775839211,1.64,0.3618390814158179,Low Risk
Ravi Nair 61,ravinair61237@gmail.com,4,49,3492.5361924104463,55,0.1520120785884264,8,1.3209349826465688,0.6425475843469235,0.5245113895702547,13816.286474124232,0,0.7247237191727836,0.08,0.07243208433647898,Low Risk
Amit Das 62,amitdas62680@gmail.com,2,39,9755.76346620295,113,0.345121621284784,7,3.891584386487103,0.93275356294699,0.8208614731533526,27682.87470820532,0,0.8216034892542804,0.05,0.09580070413167749,Low Risk
Neha Gupta 63,nehagupta63381@gmail.com,73,9,1341.696868508855,20,0.4701745754465667,0,3.1193600927244667,0.3294716945616974,0.7072300956444445,2305.33770428089,0,0.40961318655839174,7.3,0.33491140475473685,Low Risk
Pooja Sharma 64,poojasharma64270@gmail.com,129,17,2896.6524464821364,10,0.4346417112775682,4,1.253499881891071,0.2207294147289707,0.9899602323899452,10209.790657043686,1,0.3585809643263551,7.166666666666667,0.4758918576534326,Medium Risk
Priya Paul 65,priyapaul65709@gmail.com,37,28,8081.822879117492,163,0.2414728565650475,0,4.402909840065819,0.7978193703039221,0.7459745255487181,30972.3348573964,0,0.7821024795563343,1.2758620689655173,0.12615435664274674,Low Risk
Arjun Das 66,arjundas66120@gmail.com,281,3,179.66772136521612,64,0.8297892452719647,7,4.311763548709967,0.2223361947870177,0.7505019247653135,640.1258516612653,1,0.2014860187634247,70.25,0.9521061642286719,Critical
Anjali Roy 67,anjaliroy67317@gmail.com,19,46,7070.068509761418,42,0.1948589746889484,8,3.7319282536685296,0.953933065231258,0.4519486012990392,26506.87895018637,0,0.8944162492631754,0.40425531914893614,0.05712405307923106,Low Risk
Ravi Sharma 68,ravisharma68099@gmail.com,126,19,3098.688219077565,194,0.4565928440806007,4,4.625888443858187,0.3421449807273583,0.6242379959139921,11928.649151995663,1,0.4226498508041747,6.3,0.5865307414698168,Medium Risk
Amit Paul 69,amitpaul69029@gmail.com,71,24,4073.113351716332,155,0.5133844367905286,3,4.990770463695373,0.4480291023714053,0.7524031200388227,14037.69942812272,0,0.46346368670663174,2.84,0.16821628513429893,Low Risk
Priya Gupta 70,priyagupta70115@gmail.com,4,41,7712.512657788913,118,0.326390587558035,5,3.145925405938379,0.7469907435654313,0.3788215655569157,23213.850819509644,0,0.7176382111160446,0.09523809523809523,0.09885772095624877,Low Risk
Pooja Roy 71,poojaroy71431@gmail.com,165,9,2688.608668980235,155,0.608752792239298,2,3.7757937778684,0.3635820708341973,0.5427244433475962,6356.516115886285,1,0.3746481256047992,16.5,0.6337019196544427,High Risk
Arjun Das 72,arjundas72470@gmail.com,10,27,6667.134358128964,46,0.2386017410932398,9,3.344919328067189,0.70042570838182,0.505888678884466,10302.55910915334,0,0.7248147285917961,0.35714285714285715,0.12033023573067562,Low Risk
Amit Paul 73,amitpaul73457@gmail.com,323,4,1841.563518408456,127,0.609209041915055,9,4.084986674078952,0.237025391137226,0.374435369720422,3118.3244111342374,1,0.2985316179163136,64.6,0.9089094784021955,Critical
Anjali Roy 74,anjaliroy74984@gmail.com,41,41,9285.489586045704,90,0.1707718103785243,3,1.4986507248130674,0.5614053909228669,0.9208418826173724,25972.397819789378,0,0.6685345104023104,0.9761904761904762,0.07331201499768773,Low Risk
Kiran Paul 75,kiranpaul75988@gmail.com,178,19,746.427374699141,117,0.6211413794392046,9,2.3339966867645767,0.3340788966583604,0.3981686935909433,2836.154594201804,0,0.35199078621933444,8.9,0.30983038742465463,Low Risk
Rahul Singh 76,rahulsingh76844@gmail.com,120,21,3141.8070086145526,182,0.6650997851516515,7,3.310527816366189,0.2131386680973753,0.1655133174279738,7159.181993072572,1,0.2618432867977646,5.454545454545454,0.8046463653198702,Critical
Ravi Verma 77,raviverma77462@gmail.com,354,6,479.18956745813927,81,0.806069472962725,3,2.835955952068052,0.0638042353023678,0.5573053688900479,1359.783919126629,1,0.11585475199633069,50.57142857142857,0.9083559811089884,Critical
Arjun Singh 78,arjunsingh78958@gmail.com,7,20,4479.495410148888,184,0.2280366716010248,2,2.397547996197332,0.698659057728799,0.4682318284413793,10949.297234854275,0,0.7279807659968694,0.3333333333333333,0.12232403285037462,Low Risk
Pooja Paul 79,poojapaul79905@gmail.com,138,2,623.3871244808945,113,0.8110590920579144,1,2.988047795284996,0.2142177599369484,0.7653562810662407,1456.1743654118152,1,0.20410701913900328,46.0,0.7375418975742529,High Risk
Arjun Paul 80,arjunpaul80515@gmail.com,3,29,4165.95738514843,87,0.2226202513294289,6,1.6246103894647614,0.8219997716195079,0.7159722288473975,6531.137952917179,0,0.8041517624399332,0.1,0.1340481753847367,Low Risk
Ravi Verma 81,raviverma81693@gmail.com,24,42,7375.141948789827,67,0.1312325745953721,2,3.610984431407499,0.509855268877182,0.2381827810467265,15546.286489732754,1,0.6534201314881604,0.5581395348837209,0.5335972326238322,Medium Risk
Amit Singh 82,amitsingh82422@gmail.com,239,4,1891.5989648756831,55,0.7625569233094088,1,1.052007694042944,0.042324554633314,0.085508530854468,2962.8691707724943,1,0.12037196345622488,47.8,0.8409866594192014,Critical
Rahul Singh 83,rahulsingh83578@gmail.com,36,48,5371.396404739984,148,0.3452330685215323,9,4.300429325690639,0.9463358555384874,0.3630592121950905,19211.531182474097,1,0.8297082859144795,0.7346938775510204,0.46929540823520305,Medium Risk
Neha Gupta 84,nehagupta84070@gmail.com,166,6,4374.806089886248,108,0.6898189060795479,7,1.456951703681587,0.2878042100323835,0.5657766199665605,11714.259162779172,0,0.29675496358761094,23.714285714285715,0.24211521626914992,Low Risk
Kiran Sharma 85,kiransharma85365@gmail.com,50,38,6099.661247055373,25,0.3096537559482714,6,1.872092429976346,0.8708434721143328,0.6450541677693294,11166.592067854292,0,0.798644580889291,1.2820512820512822,0.14061603587890847,Low Risk
Kiran Sharma 86,kiransharma86216@gmail.com,217,7,1382.2085200686888,42,0.8118646714620325,3,2.992363014044023,0.2467751627735021,0.06717539991571,3792.313317338213,1,0.22331922907928828,27.125,0.7430494837015867,High Risk
Pooja Gupta 87,poojagupta87562@gmail.com,236,6,316.9269786341742,168,0.949556031025006,1,3.402067441734613,0.2700055925544315,0.6650366745462555,1199.8950060737448,1,0.18218094312265654,33.714285714285715,0.906055832561528,Critical
Pooja Gupta 88,poojagupta88647@gmail.com,151,18,711.3468504877477,51,0.5952134465705481,4,3.412608437865553,0.2665133475024318,0.2453491096813209,1580.423726750062,1,0.32182262987323984,7.947368421052632,0.762588483149616,High Risk
Priya Verma 89,priyaverma89503@gmail.com,142,11,3246.821001535809,152,0.4586597492208217,5,1.5400051096848275,0.5797227188231062,0.4837549419324127,9252.163682520151,1,0.564369731605535,11.833333333333334,0.5666080565187404,Medium Risk
Sneha Das 90,snehadas90329@gmail.com,52,30,8771.262794516457,154,0.1464016422649708,1,1.4263930125350872,0.9776181563617394,0.0751377817358087,24022.10555888823,0,0.9280102369110553,1.6774193548387097,0.049950874438556475,Low Risk
Sneha Singh 91,snehasingh91181@gmail.com,71,11,841.7003466632993,179,0.3009357562503112,5,3.3609226674763484,0.2311061376315828,0.3609738969400268,3192.80840615875,1,0.4182893800788252,5.916666666666667,0.49707213607117506,Medium Risk
Anjali Sharma 92,anjalisharma92482@gmail.com,10,44,5568.046183663646,83,0.2625702842135075,7,3.5557975413370477,0.5925664644193098,0.7590358455388498,17222.40644038749,0,0.6505117649661829,0.2222222222222222,0.08821321611745636,Low Risk
Rahul Gupta 93,rahulgupta93489@gmail.com,329,9,1310.9965922784686,26,0.620638322663484,9,3.353055027879724,0.2079525634370774,0.9993534995658347,3517.4370190085024,1,0.27651620899685286,32.9,0.8100768782403092,Critical
Arjun Das 94,arjundas94939@gmail.com,108,11,1838.0705331764784,82,0.6884232980661471,3,4.378197594140282,0.5697584781506122,0.3191004732432556,2927.1624069474824,0,0.4664857676639085,9.0,0.23855058918007874,Low Risk
Arjun Roy 95,arjunroy95617@gmail.com,137,17,846.2894073314412,183,0.4359499855072264,6,1.2614253631957697,0.4785155103512559,0.3152903378306103,2942.385707334182,0,0.512729312007863,7.611111111111111,0.3490191665765708,Low Risk
Ravi Verma 96,raviverma96144@gmail.com,45,17,3271.3843468203704,170,0.3097603126226152,1,1.0850776434015486,0.2931837899014535,0.8747016726841994,12587.204944029854,0,0.452006148891826,2.5,0.12629359028210504,Low Risk
Amit Singh 97,amitsingh97850@gmail.com,158,4,152.73348015559574,185,0.6150387092825044,7,2.0867478842760163,0.0265630231840854,0.3982873839756355,357.5377991385607,1,0.1699223301974495,31.6,0.7934130442200026,High Risk
Arjun Gupta 98,arjungupta98339@gmail.com,94,21,997.133509091276,68,0.4148955966616326,1,1.93443100419964,0.3418488630563106,0.0420931896363618,3957.9279948506887,1,0.4391510791691333,4.2727272727272725,0.53200906644061,Medium Risk
Anjali Sharma 99,anjalisharma99911@gmail.com,78,8,1482.1424953927888,171,0.6145380057662209,5,4.929322060320327,0.5799844735800901,0.8841989781315029,5571.8329827277485,0,0.5021754818415658,8.666666666666666,0.16654694613202362,Low Risk
Pooja Paul 100,poojapaul100533@gmail.com,318,4,176.72349849164334,54,0.9351302941132982,4,4.322570071002499,0.1204740709276462,0.1203387620349959,434.7798392387856,1,0.09823232491126845,63.6,0.9341221725327693,Critical
Sneha Paul 101,snehapaul101644@gmail.com,58,22,8609.645566351726,177,0.2889333768988459,8,4.711009132780852,0.9003848435649375,0.9949078226464352,21443.22670264642,1,0.8246575553794242,2.5217391304347827,0.6336803491773312,High Risk
Rahul Singh 102,rahulsingh102249@gmail.com,181,1,350.09701736271734,120,0.6897762287346643,8,3.3717597393668126,0.2447499374971853,0.5800862078378112,1293.136603192609,1,0.2709394710044455,90.5,0.8708754032485014,Critical
Sneha Verma 103,snehaverma103692@gmail.com,28,48,9109.984638951815,9,0.3586382851796352,7,4.72635795327596,0.9778257491148769,0.7352126545234527,19419.050370999623,0,0.843240135397072,0.5714285714285714,0.08204883925609159,Low Risk
Anjali Das 104,anjalidas104665@gmail.com,59,24,2390.268653385385,176,0.388636591777615,4,4.965901340580192,0.7663012597003811,0.061517026239235,6669.321743168607,0,0.7043261191091826,2.36,0.1699947367594333,Low Risk
Kiran Paul 105,kiranpaul105947@gmail.com,186,8,1341.118419707801,33,0.9457971521229394,5,3.08504124872166,0.1631336723992197,0.8681608040515469,2539.208771801788,1,0.11956134259035607,20.666666666666668,0.8044533047654241,Critical
Priya Roy 106,priyaroy106675@gmail.com,13,30,3909.52025040814,155,0.1317502281485752,5,1.7568861591400236,0.9650451752548692,0.8816371327703502,10413.691438721971,0,0.9263270138934915,0.41935483870967744,0.031169160339229278,Low Risk
Neha Sharma 107,nehasharma107130@gmail.com,289,5,1499.841099768635,77,0.9271868096476248,6,1.7725314583491725,0.0482279688144924,0.0840982244679846,4348.9554223341775,1,0.05806205742964553,48.166666666666664,0.89891326074787,Critical
Priya Nair 108,priyanair108315@gmail.com,34,47,2072.5792372218,158,0.1385346154279574,6,3.165066314704441,0.9093397102499208,0.9629920038589946,6386.766357636122,0,0.8901899799787695,0.7083333333333334,0.041704754756068586,Low Risk
Neha Gupta 109,nehagupta109140@gmail.com,340,6,1877.59555011108,192,0.6271348236420687,0,4.083937170128542,0.206365716690244,0.7085720046026294,3088.2713226805795,1,0.2729655005573189,48.57142857142857,0.8855920953206357,Critical
Sneha Roy 110,sneharoy110585@gmail.com,18,37,9921.186982005176,180,0.2337874921030964,6,1.2625045782960518,0.8380261285933772,0.821512947407441,35190.0941378256,0,0.8093006803147877,0.47368421052631576,0.15533800202206535,Low Risk
Kiran Roy 111,kiranroy111226@gmail.com,23,45,3271.506266214052,99,0.383291090487349,8,1.6544952847666767,0.7342697083842922,0.7948095487499294,6712.882328391278,0,0.6872453888356357,0.5,0.06347476682962716,Low Risk
Arjun Nair 112,arjunnair112095@gmail.com,14,39,7236.089714249082,184,0.3852590686751231,4,4.638098043791274,0.6366297634991047,0.8573600920924986,24604.4069284925,0,0.6278742306294136,0.35,0.07408315877241277,Low Risk
Sneha Roy 113,sneharoy113546@gmail.com,30,10,1534.7957265098878,25,0.3124536331538045,7,2.474105374895045,0.2852418816100333,0.864358249839637,6017.141428761017,0,0.44616367570449816,2.727272727272727,0.13286283280986902,Low Risk
Amit Gupta 114,amitgupta114034@gmail.com,17,48,8212.774822333933,199,0.3534349684350664,2,4.18719131145611,0.885460922322026,0.2941679733434779,32184.042598830205,0,0.789902566019189,0.3469387755102041,0.1787651129064776,Low Risk
Ravi Sharma 115,ravisharma115337@gmail.com,15,44,2009.8546813314072,84,0.2821919344788014,3,3.233650690332792,0.7991636325612135,0.2255401424437354,6288.430647824796,0,0.7666214057452075,0.3333333333333333,0.1345295965502242,Low Risk
Sneha Gupta 116,snehagupta116709@gmail.com,159,12,1896.628815156082,18,0.3046482159632402,1,2.919755338868494,0.3820880596327204,0.6000205481193037,6140.249900831932,1,0.5073935493943362,12.23076923076923,0.7105797099117442,High Risk
Anjali Roy 117,anjaliroy117685@gmail.com,221,9,127.25670942929644,145,0.64197207136727,8,3.283618007376657,0.1441520841773486,0.01836763694054,257.8060525697197,1,0.22970242195950116,22.1,0.8082539108505489,Critical
Arjun Roy 118,arjunroy118309@gmail.com,126,6,2904.089926894003,77,0.3330034137761685,3,2.431205403713085,0.5530133943278399,0.3220947022193353,5814.4170393264685,0,0.5986066710862366,18.0,0.18701556978513953,Low Risk
