name,email_id,recency_days,frequency,monetary,page_views_30d,cart_abandonment_rate,support_tickets_30d,sentiment_score,email_open_rate,discount_dependency,predicted_clv,churned_30d
Kiran Paul 14,kiranpaul14819@gmail.com,2,40,5915.622082220504,68,0.17261658145345016,6,4.04647846131487,0.9928252270553004,0.23763754399239967,14312.598176786378,0
Anjali Roy 15,anjaliroy15860@gmail.com,168,20,4092.55306243048,93,0.5032795106962874,2,3.3635717727529673,0.2602870175861718,0.6775643618422824,11378.249628626001,1
Kiran Roy 16,kiranroy16882@gmail.com,32,26,3394.9314320399317,82,0.21602060389016126,7,1.550083776583973,0.845468869051233,0.3410663510502585,12940.575722311465,1
Arjun Singh 17,arjunsingh17833@gmail.com,218,7,1336.9688897666492,60,0.822080324639785,0,1.9674091636018067,0.24516666006036475,0.09310276780589921,5015.030660178727,0
Anjali Sharma 18,anjalisharma18866@gmail.com,38,13,2071.443085756974,152,0.6588441039810308,5,4.1195021834304955,0.4903822715480957,0.6420316461542878,3944.1763343131574,1
Anjali Paul 19,anjalipaul19176@gmail.com,203,3,775.951394795399,146,0.989465534702127,1,2.9424550143449064,0.2820400327373335,0.44842414298624733,1505.2007051798962,0
Kiran Das 20,kirandas20654@gmail.com,14,40,3430.5816737706305,195,0.3232511569169687,0,2.232243167409557,0.6832343922914299,0.5425402305548993,10603.350056583487,0
Arjun Roy 21,arjunroy21115@gmail.com,30,25,9831.142866200073,27,0.3718296363155662,1,2.4003136307787027,0.7433710764797276,0.6451033620305648,35986.101280695424,0
Kiran Sharma 22,kiransharma22043@gmail.com,48,38,6576.033593673465,172,0.11308113152633013,4,4.533976089065035,0.8842770071531545,0.7477187738974139,15301.613177087775,0
Rahul Verma 23,rahulverma23580@gmail.com,124,7,4911.492126722205,160,0.4222788077148727,6,2.0738994275606273,0.2301385024024513,0.4852798742763157,12213.548269381212,1
Anjali Das 24,anjalidas24882@gmail.com,186,8,187.3114551566106,151,0.8684574067296202,1,2.016654596278955,0.06267561528460805,0.29529058841893874,678.3811183219236,1
Sneha Das 25,snehadas25748@gmail.com,54,35,6422.559815263262,50,0.22593425693388297,8,3.446054843462722,0.6482550718238993,0.08159418040024036,19715.563317088257,1
Ravi Gupta 26,ravigupta26161@gmail.com,8,33,8366.341355488808,92,0.20139854705546076,1,1.375927759363476,0.9450026709087831,0.578280140996174,22287.891918571284,1
Arjun Nair 27,arjunnair27070@gmail.com,154,21,668.0668493714649,188,0.4440762565645051,4,3.0889730402192175,0.5290402242638632,0.7699935530986108,2042.4314682669274,1
Kiran Sharma 28,kiransharma28958@gmail.com,45,39,5290.831240453428,144,0.14150592772534043,1,3.0652013932047812,0.8497561053835969,0.32295647294124596,11518.56620042943,0
Rahul Gupta 29,rahulgupta29638@gmail.com,119,9,1329.5015344911653,140,0.4713257899760431,4,1.2327743820337744,0.2323491866468791,0.9152137276264805,2791.2464566151275,0
Rahul Gupta 30,rahulgupta30003@gmail.com,25,27,9476.911978717679,192,0.25500887722797005,4,3.446882984937409,0.8191352969216752,0.4196000624277899,22649.17232409242,0
Kiran Paul 31,kiranpaul31677@gmail.com,304,5,233.60612712369223,197,0.9918042114486034,9,4.053457692015644,0.09342399281738825,0.8069129770507795,621.7858152270925,1
Ravi Verma 32,raviverma32788@gmail.com,39,9,4490.061742841213,147,0.3061218161161539,9,3.004159535661037,0.30435744933668557,0.5393774484000625,13648.116995540238,0
Anjali Paul 33,anjalipaul33593@gmail.com,121,1,1741.0379204322574,140,0.9203797178729599,1,3.2934681666877332,0.1909210792338034,0.12850035323391018,6183.467996333071,0
Arjun Singh 34,arjunsingh34897@gmail.com,94,5,3431.681473360046,12,0.40958445092845347,1,1.1558525292409345,0.28267374395069816,0.6182538843378929,10773.100258787363,0
Pooja Roy 35,poojaroy35842@gmail.com,119,6,1673.125377061564,114,0.5771561434767758,7,3.940284175215543,0.39841498171736245,0.8034809303848486,3251.8845745725475,1
Arjun Verma 36,arjunverma36204@gmail.com,311,3,1981.485026901313,96,0.7488072343171133,7,4.468466428838888,0.12378530307342794,0.5618666921437736,6339.9831703253585,1
Amit Paul 37,amitpaul37576@gmail.com,218,9,786.571328043775,86,0.7986244762732311,2,2.5568067149366525,0.160298242059169,0.01083765148029836,1359.3656985465923,0
Neha Paul 38,nehapaul38236@gmail.com,157,24,3080.4704965547876,99,0.47937820879132786,8,3.214812209383203,0.4527348848679197,0.21272789502422895,10637.604326210481,0
Sneha Paul 39,snehapaul39968@gmail.com,53,29,9793.985668275282,163,0.11676134640320501,6,3.1836630806599557,0.9979656210151646,0.7058314838786945,31537.36864990699,0
Rahul Gupta 40,rahulgupta40681@gmail.com,264,6,214.008271924245,178,0.6291052025456774,9,1.586419286768102,0.210290739437736,0.5133261686923929,632.0228273886323,1
Sneha Paul 41,snehapaul41053@gmail.com,205,4,511.53612768005354,36,0.8367554955285137,5,3.8327247823327992,0.2723081119045639,0.48166698796411533,1668.994505020244,1
Arjun Das 42,arjundas42133@gmail.com,19,26,5475.61475590617,126,0.22156062603442517,9,3.963895443642673,0.6268410869365694,0.7671948531085717,18400.962959549513,0
Arjun Das 43,arjundas43919@gmail.com,121,21,873.0109476200939,58,0.47453433264262235,4,1.173603133192691,0.4113480485188836,0.924643330223596,1861.6743871672763,0
Amit Gupta 44,amitgupta44229@gmail.com,175,19,3332.2938716086815,117,0.48181642590710927,5,3.337257247692401,0.47829947559384683,0.901158010490989,7339.070594477565,1
Kiran Gupta 45,kirangupta45867@gmail.com,319,6,938.5306679321402,92,0.710952473192453,3,2.8547936197599286,0.186039779340461,0.3533522280260528,1590.1868537787343,1
Pooja Das 46,poojadas46894@gmail.com,311,6,113.0161046638184,157,0.7644826883488745,2,4.290148971692676,0.0839290521506837,0.949799913291924,342.8386469613674,1
Amit Das 47,amitdas47912@gmail.com,85,22,2982.145426448315,118,0.4645020466341476,0,2.9214803274654186,0.26593370445480036,0.9852860506655043,10061.596887268839,0
Sneha Roy 48,sneharoy48735@gmail.com,88,21,4272.479171200121,129,0.465927800935066,4,1.2255019866037085,0.3874772639179881,0.8647223762550532,17086.90109728928,0
Priya Roy 49,priyaroy49542@gmail.com,300,7,1549.5254596019954,145,0.9398589562709646,4,2.802176541240374,0.2834297189647284,0.12915941515149498,4672.495762019422,0
Amit Sharma 50,amitsharma50672@gmail.com,49,27,6945.025923663166,154,0.1340672776598887,9,3.081230803615173,0.6790813590164202,0.7723183917356393,25213.595413940828,0
Sneha Singh 51,snehasingh51164@gmail.com,162,21,1103.0685280278833,85,0.6020549022694476,1,4.2201786700774475,0.2115130705253356,0.9031510586766263,4358.396729426467,0
Kiran Roy 52,kiranroy52464@gmail.com,111,19,2468.6371491067807,166,0.4393021868093201,0,4.134612050964572,0.5616634777974994,0.39654278232127016,9025.11344229446,0
Pooja Verma 53,poojaverma53767@gmail.com,251,8,1692.078259286484,69,0.6264943911407463,1,3.483222737688365,0.23067532239461924,0.3474134082254142,4990.150019220885,1
Kiran Roy 54,kiranroy54923@gmail.com,140,20,1183.5621208053244,104,0.5563498979212858,3,2.382669133295453,0.2555308690597641,0.8967884099060118,3750.5833131178692,0
Arjun Nair 55,arjunnair55847@gmail.com,58,38,2326.948930131831,61,0.1835771017095876,5,1.3548101350282225,0.5844675315360823,0.12063587110060081,4690.74345843395,0
Anjali Singh 56,anjalisingh56613@gmail.com,107,17,1947.1224410601305,56,0.4924581576225172,0,2.107510592588815,0.23691623449149846,0.8062012797930613,3818.896205680428,0
Sneha Singh 57,snehasingh57899@gmail.com,56,41,3888.9322649392343,130,0.25937972619206023,9,1.1467328115623916,0.8799777044687929,0.25243694434402075,14536.895284598775,0
Rahul Roy 58,rahulroy58119@gmail.com,47,10,2896.777699047604,28,0.4076972923797524,9,3.2558603680753455,0.2969882014538919,0.8407099858779311,8222.036856939505,1
Amit Verma 59,amitverma59846@gmail.com,13,39,5791.75953144445,146,0.2946468520874728,3,3.148426167274191,0.6775521516396523,0.5868411180208791,14937.810025203504,0
Pooja Paul 60,poojapaul60244@gmail.com,41,24,4904.658371189081,184,0.2712334914006736,5,3.4230992774275486,0.8229586206658006,0.23722679173599448,9231.292198316598,1
Ravi Nair 61,ravinair61237@gmail.com,4,49,3492.5361924104463,55,0.15201207858842647,8,1.3209349826465688,0.6425475843469235,0.5245113895702547,13816.286474124232,0
Amit Das 62,amitdas62680@gmail.com,2,39,9755.76346620295,113,0.345121621284784,7,3.8915843864871027,0.9327535629469901,0.8208614731533526,27682.874708205316,0
Neha Gupta 63,nehagupta63381@gmail.com,73,9,1341.696868508855,20,0.4701745754465667,0,3.1193600927244667,0.32947169456169745,0.7072300956444445,2305.33770428089,0
Pooja Sharma 64,poojasharma64270@gmail.com,129,17,2896.6524464821364,10,0.43464171127756823,4,1.253499881891071,0.22072941472897079,0.9899602323899452,10209.790657043686,1
Priya Paul 65,priyapaul65709@gmail.com,37,28,8081.822879117492,163,0.24147285656504755,0,4.402909840065819,0.7978193703039221,0.7459745255487181,30972.334857396396,0
Arjun Das 66,arjundas66120@gmail.com,281,3,179.66772136521612,64,0.8297892452719647,7,4.311763548709967,0.22233619478701772,0.7505019247653135,640.1258516612653,1
Anjali Roy 67,anjaliroy67317@gmail.com,19,46,7070.068509761418,42,0.19485897468894842,8,3.7319282536685296,0.953933065231258,0.45194860129903924,26506.87895018637,0
Ravi Sharma 68,ravisharma68099@gmail.com,126,19,3098.6882190775655,194,0.45659284408060075,4,4.625888443858187,0.3421449807273583,0.6242379959139921,11928.649151995663,1
Amit Paul 69,amitpaul69029@gmail.com,71,24,4073.113351716332,155,0.5133844367905286,3,4.990770463695373,0.44802910237140536,0.7524031200388227,14037.69942812272,0
Priya Gupta 70,priyagupta70115@gmail.com,4,41,7712.512657788913,118,0.326390587558035,5,3.145925405938379,0.7469907435654313,0.3788215655569157,23213.850819509644,0
Pooja Roy 71,poojaroy71431@gmail.com,165,9,2688.608668980235,155,0.608752792239298,2,3.7757937778684,0.3635820708341973,0.5427244433475962,6356.516115886285,1
Arjun Das 72,arjundas72470@gmail.com,10,27,6667.134358128964,46,0.23860174109323984,9,3.344919328067189,0.70042570838182,0.505888678884466,10302.559109153339,0
Amit Paul 73,amitpaul73457@gmail.com,323,4,1841.5635184084556,127,0.609209041915055,9,4.0849866740789516,0.237025391137226,0.374435369720422,3118.3244111342374,1
Anjali Roy 74,anjaliroy74984@gmail.com,41,41,9285.489586045704,90,0.17077181037852437,3,1.4986507248130674,0.5614053909228669,0.9208418826173723,25972.397819789378,0
Kiran Paul 75,kiranpaul75988@gmail.com,178,19,746.427374699141,117,0.6211413794392046,9,2.3339966867645767,0.3340788966583604,0.3981686935909433,2836.154594201804,0
Rahul Singh 76,rahulsingh76844@gmail.com,120,21,3141.8070086145526,182,0.6650997851516515,7,3.310527816366189,0.21313866809737536,0.16551331742797382,7159.1819930725715,1
Ravi Verma 77,raviverma77462@gmail.com,354,6,479.18956745813927,81,0.806069472962725,3,2.835955952068052,0.06380423530236788,0.5573053688900479,1359.783919126629,1
Arjun Singh 78,arjunsingh78958@gmail.com,7,20,4479.4954101488875,184,0.22803667160102484,2,2.397547996197332,0.698659057728799,0.46823182844137934,10949.297234854275,0
Pooja Paul 79,poojapaul79905@gmail.com,138,2,623.3871244808945,113,0.8110590920579144,1,2.988047795284996,0.21421775993694847,0.7653562810662407,1456.1743654118152,1
Arjun Paul 80,arjunpaul80515@gmail.com,3,29,4165.95738514843,87,0.22262025132942895,6,1.6246103894647614,0.8219997716195079,0.7159722288473975,6531.137952917179,0
Ravi Verma 81,raviverma81693@gmail.com,24,42,7375.141948789827,67,0.13123257459537216,2,3.610984431407499,0.509855268877182,0.23818278104672652,15546.286489732754,1
Amit Singh 82,amitsingh82422@gmail.com,239,4,1891.5989648756831,55,0.7625569233094088,1,1.0520076940429441,0.04232455463331407,0.08550853085446808,2962.8691707724943,1
Rahul Singh 83,rahulsingh83578@gmail.com,36,48,5371.396404739984,148,0.34523306852153235,9,4.300429325690639,0.9463358555384874,0.3630592121950905,19211.531182474097,1
Neha Gupta 84,nehagupta84070@gmail.com,166,6,4374.806089886248,108,0.6898189060795479,7,1.4569517036815873,0.2878042100323835,0.5657766199665605,11714.259162779173,0
Kiran Sharma 85,kiransharma85365@gmail.com,50,38,6099.661247055373,25,0.3096537559482714,6,1.872092429976346,0.8708434721143328,0.6450541677693294,11166.592067854292,0
Kiran Sharma 86,kiransharma86216@gmail.com,217,7,1382.2085200686888,42,0.8118646714620325,3,2.992363014044023,0.24677516277350217,0.06717539991571009,3792.3133173382125,1
Pooja Gupta 87,poojagupta87562@gmail.com,236,6,316.9269786341742,168,0.9495560310250061,1,3.4020674417346135,0.2700055925544315,0.6650366745462555,1199.8950060737448,1
Pooja Gupta 88,poojagupta88647@gmail.com,151,18,711.3468504877477,51,0.5952134465705481,4,3.412608437865553,0.2665133475024318,0.24534910968132095,1580.423726750062,1
Priya Verma 89,priyaverma89503@gmail.com,142,11,3246.821001535809,152,0.4586597492208217,5,1.5400051096848277,0.5797227188231062,0.48375494193241275,9252.163682520151,1
Sneha Das 90,snehadas90329@gmail.com,52,30,8771.262794516457,154,0.14640164226497088,1,1.4263930125350872,0.9776181563617394,0.07513778173580876,24022.10555888823,0
Sneha Singh 91,snehasingh91181@gmail.com,71,11,841.7003466632993,179,0.30093575625031127,5,3.3609226674763484,0.23110613763158283,0.3609738969400268,3192.80840615875,1
Anjali Sharma 92,anjalisharma92482@gmail.com,10,44,5568.046183663646,83,0.2625702842135075,7,3.5557975413370473,0.5925664644193098,0.7590358455388498,17222.40644038749,0
Rahul Gupta 93,rahulgupta93489@gmail.com,329,9,1310.9965922784686,26,0.620638322663484,9,3.353055027879724,0.2079525634370774,0.9993534995658349,3517.4370190085024,1
Arjun Das 94,arjundas94939@gmail.com,108,11,1838.0705331764784,82,0.6884232980661471,3,4.378197594140282,0.5697584781506122,0.31910047324325563,2927.1624069474824,0
Arjun Roy 95,arjunroy95617@gmail.com,137,17,846.2894073314412,183,0.4359499855072264,6,1.2614253631957695,0.4785155103512559,0.31529033783061033,2942.385707334182,0
Ravi Verma 96,raviverma96144@gmail.com,45,17,3271.3843468203704,170,0.3097603126226152,1,1.0850776434015486,0.2931837899014535,0.8747016726841994,12587.204944029854,0
Amit Singh 97,amitsingh97850@gmail.com,158,4,152.73348015559574,185,0.6150387092825044,7,2.0867478842760163,0.026563023184085443,0.39828738397563557,357.5377991385607,1
Arjun Gupta 98,arjungupta98339@gmail.com,94,21,997.133509091276,68,0.41489559666163267,1,1.9344310041996398,0.3418488630563106,0.04209318963636188,3957.9279948506887,1
Anjali Sharma 99,anjalisharma99911@gmail.com,78,8,1482.1424953927888,171,0.6145380057662209,5,4.9293220603203265,0.5799844735800901,0.8841989781315029,5571.8329827277485,0
Pooja Paul 100,poojapaul100533@gmail.com,318,4,176.72349849164334,54,0.9351302941132982,4,4.322570071002499,0.12047407092764623,0.12033876203499594,434.77983923878554,1
Sneha Paul 101,snehapaul101644@gmail.com,58,22,8609.645566351726,177,0.28893337689884596,8,4.711009132780852,0.9003848435649375,0.9949078226464353,21443.22670264642,1
Rahul Singh 102,rahulsingh102249@gmail.com,181,1,350.09701736271734,120,0.6897762287346643,8,3.3717597393668126,0.24474993749718532,0.5800862078378112,1293.136603192609,1
Sneha Verma 103,snehaverma103692@gmail.com,28,48,9109.984638951817,9,0.35863828517963525,7,4.72635795327596,0.9778257491148767,0.7352126545234527,19419.050370999623,0
Anjali Das 104,anjalidas104665@gmail.com,59,24,2390.268653385385,176,0.388636591777615,4,4.965901340580192,0.7663012597003811,0.06151702623923505,6669.321743168607,0
Kiran Paul 105,kiranpaul105947@gmail.com,186,8,1341.118419707801,33,0.9457971521229394,5,3.0850412487216596,0.16313367239921978,0.8681608040515469,2539.208771801788,1
Priya Roy 106,priyaroy106675@gmail.com,13,30,3909.52025040814,155,0.1317502281485752,5,1.7568861591400236,0.9650451752548693,0.8816371327703502,10413.691438721973,0
Neha Sharma 107,nehasharma107130@gmail.com,289,5,1499.841099768635,77,0.9271868096476249,6,1.7725314583491723,0.04822796881449246,0.08409822446798465,4348.9554223341775,1
Priya Nair 108,priyanair108315@gmail.com,34,47,2072.5792372217998,158,0.13853461542795742,6,3.165066314704441,0.9093397102499209,0.9629920038589946,6386.766357636122,0
Neha Gupta 109,nehagupta109140@gmail.com,340,6,1877.5955501110798,192,0.6271348236420687,0,4.083937170128542,0.206365716690244,0.7085720046026294,3088.2713226805795,1
Sneha Roy 110,sneharoy110585@gmail.com,18,37,9921.186982005176,180,0.23378749210309646,6,1.2625045782960518,0.8380261285933772,0.821512947407441,35190.094137825596,0
Kiran Roy 111,kiranroy111226@gmail.com,23,45,3271.506266214052,99,0.383291090487349,8,1.6544952847666767,0.7342697083842922,0.7948095487499294,6712.882328391278,0
Arjun Nair 112,arjunnair112095@gmail.com,14,39,7236.089714249082,184,0.38525906867512316,4,4.638098043791274,0.6366297634991047,0.8573600920924986,24604.4069284925,0
Sneha Roy 113,sneharoy113546@gmail.com,30,10,1534.7957265098878,25,0.31245363315380453,7,2.4741053748950446,0.28524188161003333,0.864358249839637,6017.141428761017,0
Amit Gupta 114,amitgupta114034@gmail.com,17,48,8212.774822333933,199,0.3534349684350664,2,4.18719131145611,0.885460922322026,0.2941679733434779,32184.042598830205,0
Ravi Sharma 115,ravisharma115337@gmail.com,15,44,2009.8546813314072,84,0.2821919344788014,3,3.2336506903327917,0.7991636325612135,0.22554014244373544,6288.430647824796,0
Sneha Gupta 116,snehagupta116709@gmail.com,159,12,1896.628815156082,18,0.30464821596324027,1,2.919755338868494,0.38208805963272047,0.6000205481193037,6140.249900831932,1
Anjali Roy 117,anjaliroy117685@gmail.com,221,9,127.25670942929644,145,0.64197207136727,8,3.283618007376657,0.14415208417734868,0.01836763694054,257.8060525697197,1
Arjun Roy 118,arjunroy118309@gmail.com,126,6,2904.089926894003,77,0.3330034137761685,3,2.4312054037130855,0.5530133943278399,0.32209470221933534,5814.4170393264685,0
Neha Singh 119,nehasingh119539@gmail.com,172,6,685.3257287567226,61,0.6806199897421308,2,4.584885210740153,0.4681541833417649,0.5947766373769361,2078.1546264524823,0
Kiran Roy 120,kiranroy120108@gmail.com,12,27,9578.80370104831,111,0.33502681778248444,6,3.6432804731970028,0.8126523301069739,0.5530014525919584,33138.65096079932,0
Neha Das 121,nehadas121599@gmail.com,156,13,1237.9976644527376,12,0.5899306239496234,6,3.6011767434938156,0.3754428865958154,0.4792789285762873,2875.3035456260454,0
Amit Verma 122,amitverma122850@gmail.com,165,23,1227.526448660612,37,0.5613052076949321,7,4.8991726485871325,0.20834445571661525,0.6503256863469369,3928.7850697667504,1
Arjun Singh 123,arjunsingh123196@gmail.com,15,20,8723.619250215468,186,0.3882341654460931,7,2.7019733377923014,0.5870966682891268,0.3459349925469629,34625.12574201016,0
Priya Nair 124,priyanair124140@gmail.com,49,38,6629.403268579147,66,0.317577298124541,1,4.171824378422526,0.7193077095947953,0.6550093388321085,14648.570252266582,0
Pooja Gupta 125,poojagupta125622@gmail.com,160,17,2596.1576315911184,26,0.3943168375836839,7,2.6212407323429736,0.5343992255124838,0.6018553836620085,6314.171034552678,0
Sneha Verma 126,snehaverma126007@gmail.com,66,9,811.0975378397875,125,0.3389573570214208,7,3.317659597374003,0.37486615552673064,0.6626212790083204,2538.9852038042545,1
Kiran Nair 127,kirannair127186@gmail.com,57,6,4360.938142652176,184,0.5353650533362422,3,4.879284180314179,0.2036121616518201,0.45378954138363925,7342.694135959067,1
Anjali Das 128,anjalidas128524@gmail.com,10,48,4696.02541145029,20,0.22926625709854181,7,3.46857994641612,0.9144416829413047,0.7067772168854458,9011.898365018742,0
Amit Nair 129,amitnair129899@gmail.com,37,34,7310.43622097444,44,0.3532511346907592,7,3.3414174575870086,0.7373154378749069,0.8682712805132586,13011.10743016872,0
Sneha Roy 130,sneharoy130502@gmail.com,2,28,6249.3562240082565,119,0.1118030622005529,2,2.808796113133741,0.9683028461474807,0.9338750175279049,17298.76185778849,0
Amit Nair 131,amitnair131820@gmail.com,42,39,9893.040983670775,50,0.1014819942803229,8,3.320448918781872,0.9825593482180228,0.25422457989749325,23314.27397845107,0
Neha Roy 132,neharoy132027@gmail.com,157,17,1145.940629177268,8,0.5931595673365366,1,1.7533963350624058,0.5759279167707367,0.7308294748708763,2390.89423392777,1
Pooja Das 133,poojadas133925@gmail.com,294,2,1340.1830832237363,158,0.749718706855917,1,1.976589161689497,0.2935893862201591,0.8308771913417055,4585.166253497207,0
Kiran Singh 134,kiransingh134390@gmail.com,25,33,9349.422375948034,142,0.38226260690141955,4,3.667886067963629,0.800304771273118,0.5771852367117482,17747.24757582375,0
Ravi Nair 135,ravinair135305@gmail.com,92,13,4398.974003874404,77,0.600971105046229,8,1.436438527062999,0.5973347749434514,0.6505116477917158,16778.509798524323,0
Amit Sharma 136,amitsharma136167@gmail.com,111,17,4090.1614198638554,88,0.6271336864700086,5,3.5962986351775723,0.3742333259251732,0.32838122788508106,12371.01843843748,0
Amit Roy 137,amitroy137954@gmail.com,176,5,1568.9485889344735,11,0.3909078509052606,2,1.6737775405708786,0.349300716651736,0.6425759689471896,4316.355287400594,0
Arjun Verma 138,arjunverma138484@gmail.com,101,20,4312.2531261765835,153,0.6255065153278345,4,2.595291123587602,0.5656946063805879,0.5801723692273323,13021.98128130787,0
Pooja Singh 139,poojasingh139496@gmail.com,189,2,1445.207268843585,107,0.9289573675268232,6,4.586857159360489,0.1563702397456003,0.07128027005516391,4533.228903630852,0
Ravi Nair 140,ravinair140608@gmail.com,97,17,2082.302092578355,117,0.4943487036745302,3,3.6803841384437668,0.2405683313796866,0.9296058774219892,6147.643214254942,0
Kiran Singh 141,kiransingh141048@gmail.com,30,37,5199.24165443325,94,0.34695220467869814,6,3.7244714158599312,0.9883626193312894,0.18143834769562694,17015.119628818506,0
Arjun Nair 142,arjunnair142344@gmail.com,42,48,4052.50226961091,7,0.24506369401597744,5,3.200906168625047,0.9814634376187898,0.043412532854819164,15717.663913436072,0
Kiran Singh 143,kiransingh143986@gmail.com,147,13,4071.8473267123236,121,0.36990937713095084,9,4.600092493592045,0.45864236536914404,0.3534213793027181,14053.22282175968,1
Rahul Paul 144,rahulpaul144229@gmail.com,19,23,5389.906029190102,164,0.12866059415040046,9,2.8070707149489165,0.8337749496457352,0.5866084631754741,18014.059645351495,0
Sneha Sharma 145,snehasharma145086@gmail.com,238,5,236.64338326431536,199,0.8567886001773064,9,2.0275353905828593,0.007091575813900918,0.6320154860204185,438.8400052577226,1
Ravi Gupta 146,ravigupta146240@gmail.com,7,40,7406.729960699008,169,0.2337372743731687,0,1.0632843670623298,0.7213584833897635,0.34109002447422054,22279.803137304934,0
Kiran Nair 147,kirannair147301@gmail.com,61,11,3976.8022735222216,164,0.5581159350102867,2,2.6047516561559307,0.30595817889469334,0.36695607920480067,12100.969716596323,0
Priya Singh 148,priyasingh148260@gmail.com,89,6,3513.2117726028287,8,0.5560672895312664,5,3.3712479666136907,0.22797264228377367,0.6801319311034514,9282.420582926958,1
Anjali Paul 149,anjalipaul149133@gmail.com,2,42,5027.811387886953,30,0.39864414721127717,3,1.2405693704031409,0.681472135922996,0.5622968158779098,9745.192406620257,0
Neha Das 150,nehadas150333@gmail.com,84,20,2342.6503385234173,12,0.6287225775604347,0,2.2034124334130203,0.3690756453584758,0.9812363743443039,5754.28880755445,0
Arjun Gupta 151,arjungupta151604@gmail.com,51,27,2160.210847406596,65,0.33057994143655256,8,3.686233774452149,0.8685901125036215,0.09292914437938993,7495.402325615332,0
Kiran Paul 152,kiranpaul152518@gmail.com,364,6,360.6428402070116,151,0.6470596113894235,1,2.3666980075876833,0.018932709923745048,0.3809095255109872,756.4982452361488,1
Amit Roy 153,amitroy153277@gmail.com,96,24,1758.6659231216565,6,0.649334664689539,2,4.145103827028378,0.5769548076408932,0.5745873823177666,4357.282839366853,0
Neha Gupta 154,nehagupta154650@gmail.com,78,14,2928.796784419743,158,0.5697215225636194,5,1.5651121971020232,0.4511800211090543,0.21198249090223853,6754.742437634572,0
Anjali Paul 155,anjalipaul155886@gmail.com,27,21,3788.9154759704898,10,0.2719124286792548,8,3.3006534019864997,0.9786614439472936,0.4793544401378518,11427.093852811882,0
Ravi Singh 156,ravisingh156369@gmail.com,16,41,8634.65924113027,134,0.38583925828038834,8,3.665227543340159,0.6587657239383685,0.12176191112527479,23877.15455035376,0
Anjali Nair 157,anjalinair157844@gmail.com,45,47,8213.78904377354,31,0.27828722516853244,3,2.7580467545316405,0.5610175260621975,0.10566468426174391,16756.913706995554,0
Arjun Gupta 158,arjungupta158068@gmail.com,89,23,2239.073785216162,89,0.3767129822367442,1,2.9384063480754588,0.425776436271553,0.754253544343863,5023.110411346226,0
Anjali Nair 159,anjalinair159859@gmail.com,166,7,835.8341645168678,7,0.4061549636752778,0,3.037688512599159,0.5130784162976596,0.9966968538529768,2539.3048096461857,0
Amit Das 160,amitdas160599@gmail.com,81,8,2871.686587602432,116,0.35228415069607977,2,2.4710374035091585,0.3704333535561486,0.41412975252892703,9574.306324229761,0
